Date,month,NestID,ClutchSize,TQ,GS,RW,Territory,Year,Pair,InitDateEst,female,mean,delta
28-Jun-07,12,125,2,3,6,63.2,36,2006,109,30-Jun-07,37,71.94,-8.74
14-Jul-07,1,129,3,3,6,63.2,36,2007,109,15-Jul-07,37,71.94,-8.74
24-Jan-08,7,211,3,3,6,174.2,36,2007,109,25-Jan-08,37,71.94,102.26
9-Mar-08,9,250,3,3,5,217.1,36,2007,109,9-Mar-08,37,71.94,145.16
1-Apr-08,10,288,2,3,6,90.8,36,2007,109,3-Apr-08,37,71.94,18.86
21-Apr-08,10,299,3,3,6,42.4,36,2007,109,22-Apr-08,37,71.94,-29.54
6-Mar-09,9,358,4,3,4,186.9,36,2008,126,6-Mar-09,37,71.94,114.96
7-Apr-09,10,385,2,3,4,7.4,36,2008,126,7-Apr-09,37,71.94,-64.54
6-Jul-09,1,403,2,3,3,0,36,2009,126,7-Jul-09,37,71.94,-71.94
2-Feb-10,8,452,3,3,3,154.5,36,2009,126,3-Feb-10,37,71.94,82.56
26-Jul-10,1,475,3,3,3,36.55,36,2010,126,26-Jul-10,37,71.94,-35.39
15-Sep-10,3,511,2,3,3,32,36,2010,126,15-Sep-10,37,71.94,-39.94
25-Sep-10,3,518,3,3,3,55.75,36,2010,126,26-Sep-10,37,71.94,-16.19
6-Jan-08,7,184,3,16,2,173.2,27,2007,39,6-Jan-08,38,173.2,0
27-Dec-07,6,163,2,18,2,204.1,9,2007,5,27-Dec-07,39,209.12,-5.02
6-Feb-08,8,214,3,18,2,242.7,9,2007,5,6-Feb-08,39,209.12,33.58
26-Feb-08,8,264,3,18,2,332.7,9,2007,5,27-Feb-08,39,209.12,123.58
6-Oct-10,4,515,3,18,2,55.45,9,2010,21,6-Oct-10,39,209.12,-153.67
6-Nov-10,5,530,2,18,2,119.1,9,2010,21,6-Nov-10,39,209.12,-90.02
7-Dec-09,6,434,2,18,3,22.6,9,2009,48,9-Dec-09,39,209.12,-186.52
7-Jan-09,7,323,3,18,2,241.7,9,2008,60,7-Jan-09,39,209.12,32.58
9-Feb-09,8,330,2,18,3,454.6,9,2008,60,9-Feb-09,39,209.12,245.48
26-Aug-07,2,135,2,17,2,0,15,2007,4,26-Aug-07,40,144.88,-144.88
5-Nov-07,5,156,3,17,2,6.6,15,2007,4,14-Nov-07,40,144.88,-138.28
9-Dec-07,6,158,3,17,2,36.6,15,2007,4,9-Dec-07,40,144.88,-108.28
31-Mar-08,10,283,3,17,4,90.8,15,2007,4,1-Apr-08,40,144.88,-54.08
4-Jan-09,7,313,3,16,2,237.7,27,2008,40,6-Jan-09,40,144.88,92.82
16-Feb-09,8,337,3,16,2,497.6,27,2008,47,16-Feb-09,40,144.88,352.72
22-Apr-07,10,114,2,10,3,213.6,4,2006,77,23-Apr-07,41,138.15,75.45
7-May-07,11,121,2,10,3,0,4,2006,77,8-May-07,41,138.15,-138.15
14-Sep-07,3,140,2,10,3,0,4,2007,77,14-Sep-07,41,138.15,-138.15
14-Oct-07,4,149,2,10,3,0,4,2007,77,14-Oct-07,41,138.15,-138.15
9-Jan-08,7,196,3,10,2,217.6,4,2007,77,9-Jan-08,41,138.15,79.45
19-Feb-08,8,228,3,10,2,290.4,4,2007,77,19-Feb-08,41,138.15,152.25
29-Feb-08,8,243,3,10,2,330.7,4,2007,77,29-Feb-08,41,138.15,192.55
6-Jan-09,7,329,3,10,2,241.7,4,2008,82,7-Jan-09,41,138.15,103.55
22-Feb-09,8,333,4,10,2,442.2,4,2008,82,22-Feb-09,41,138.15,304.05
2-Jul-09,1,401,2,10,2,2.4,4,2009,82,3-Jul-09,41,138.15,-135.75
18-Aug-09,2,416,2,10,2,0,4,2009,82,21-Aug-09,41,138.15,-138.15
16-Nov-09,5,430,3,10,2,64.6,4,2009,82,16-Nov-09,41,138.15,-73.55
7-Mar-10,9,464,3,10,2,68.7,4,2009,82,9-Mar-10,41,138.15,-69.45
7-Jun-10,12,537,2,10,2,82.8,4,2009,82,14-Jun-10,41,138.15,-55.35
8-Nov-10,5,529,3,10,4,117.6,4,2010,82,8-Nov-10,41,138.15,-20.55
3-Feb-08,8,314,1,7,2,272.4,45,2007,86,17-Feb-08,42,136.2,136.2
22-Jul-08,1,318,1,7,3,0,45,2008,86,22-Jul-08,42,136.2,-136.2
26-Mar-09,9,380,3,2,2,80.3,50,2008,72,26-Mar-09,43,80.3,0
22-Feb-08,8,226,1,15,4,295.8,25,2007,151,22-Feb-08,44,276.15,19.65
5-Mar-08,9,246,3,15,4,256.5,25,2007,151,5-Mar-08,44,276.15,-19.65
11-Apr-06,10,20,3,13,4,66.8,32,2005,116,12-Apr-06,45,72.97,-6.17
3-Oct-06,4,57,3,13,7,0.1,32,2006,116,3-Oct-06,45,72.97,-72.87
8-Feb-07,8,190,3,13,7,152,32,2006,116,9-Feb-07,45,72.97,79.03
21-Dec-08,6,309,3,18,4,67.8,21,2008,7,21-Dec-08,46,159.8,-92
7-Jan-09,7,321,4,18,4,241.7,21,2008,19,7-Jan-09,46,159.8,81.9
24-Feb-09,8,344,4,18,4,383.9,21,2008,19,24-Feb-09,46,159.8,224.1
22-Feb-10,8,455,3,18,3,118.45,21,2009,19,22-Feb-10,46,159.8,-41.35
10-Jul-10,1,476,2,18,2,36.55,21,2010,19,11-Jul-10,46,159.8,-123.25
21-Oct-10,4,521,3,18,3,67,21,2010,19,21-Oct-10,46,159.8,-92.8
4-Jan-08,7,189,4,18,4,188.8,21,2007,27,4-Jan-08,46,159.8,29
26-Jan-08,7,217,3,18,4,174.2,21,2007,27,26-Jan-08,46,159.8,14.4
20-Sep-07,3,139,3,6,3,0,6,2007,164,20-Sep-07,47,112.87,-112.87
15-Feb-08,8,239,1,6,2,272.4,6,2007,164,17-Feb-08,47,112.87,159.53
22-Mar-08,9,275,3,6,2,97.8,6,2007,164,23-Mar-08,47,112.87,-15.07
1-Mar-09,9,349,4,6,3,292.1,6,2008,167,1-Mar-09,47,112.87,179.23
2-Apr-09,10,386,3,6,3,14.9,6,2008,167,2-Apr-09,47,112.87,-97.97
10-Sep-09,3,419,2,6,3,0,6,2009,167,10-Sep-09,47,112.87,-112.87
26-Apr-06,11,90,2,2,2,19.6,42,2005,8,1-May-06,48,89.58,-69.98
6-Apr-07,10,107,1,2,3,287.7,42,2006,31,10-Apr-07,48,89.58,198.12
29-Apr-07,10,117,1,2,3,51,42,2006,31,29-Apr-07,48,89.58,-38.58
6-Aug-07,2,128,3,2,3,0,42,2007,31,6-Aug-07,48,89.58,-89.58
14-Mar-08,9,261,4,2,3,93,42,2007,30,14-Mar-08,49,58.5,34.5
4-Apr-08,10,281,3,2,3,90.8,42,2007,30,4-Apr-08,49,58.5,32.3
18-Apr-08,10,295,2,2,3,50.2,42,2007,30,19-Apr-08,49,58.5,-8.3
6-May-08,11,302,3,2,3,0,42,2007,30,6-May-08,49,58.5,-58.5
10-Mar-09,9,367,4,4,2,169,38,2008,73,10-Mar-09,50,76.79,92.21
7-Apr-09,10,389,3,4,2,7.4,38,2008,73,7-Apr-09,50,76.79,-69.39
16-May-06,11,27,2,4,2,1.4,38,2005,122,17-May-06,50,76.79,-75.39
29-Oct-06,4,65,2,4,2,54.4,38,2006,122,30-Oct-06,50,76.79,-22.39
18-Feb-07,8,178,3,4,3,26.7,38,2006,122,18-Feb-07,50,76.79,-50.09
9-Apr-07,10,106,1,4,3,290.8,38,2006,122,9-Apr-07,50,76.79,214.01
28-Aug-07,2,131,2,4,4,0,38,2007,122,28-Aug-07,50,76.79,-76.79
26-Sep-07,3,143,2,4,4,0,38,2007,122,27-Sep-07,50,76.79,-76.79
17-Feb-08,8,234,2,4,2,290.4,38,2007,122,18-Feb-08,50,76.79,213.61
10-Mar-08,9,252,3,4,2,119.8,38,2007,122,10-Mar-08,50,76.79,43.01
3-Apr-08,10,286,3,4,2,90.8,38,2007,122,4-Apr-08,50,76.79,14.01
20-Aug-09,2,415,2,6,2,0,35,2009,138,21-Aug-09,50,76.79,-76.79
7-Mar-10,9,459,3,6,2,68.7,35,2009,138,7-Mar-10,50,76.79,-8.09
20-Mar-10,9,536,2,6,2,72.15,35,2009,138,23-Mar-10,50,76.79,-4.64
29-Jul-10,2,494,3,6,4,36.7,35,2010,138,4-Aug-10,50,76.79,-40.09
4-Sep-10,3,504,2,6,4,0.4,35,2010,138,6-Sep-10,50,76.79,-76.39
15-Nov-07,5,152,2,7,2,6.6,23,2007,34,15-Nov-07,51,205.87,-199.27
10-Jan-08,7,179,2,7,2,215.5,23,2007,34,11-Jan-08,51,205.87,9.63
6-Feb-08,8,213,3,7,2,242.7,23,2007,34,7-Feb-08,51,205.87,36.83
11-Jan-09,7,307,3,7,2,203.9,23,2008,37,13-Jan-09,51,205.87,-1.97
20-Feb-09,8,343,4,7,2,454.9,23,2008,46,20-Feb-09,51,205.87,249.03
20-Mar-09,9,375,4,7,2,111.6,23,2008,46,20-Mar-09,51,205.87,-94.27
4-Jan-09,7,326,3,15,3,238.2,3,2008,64,5-Jan-09,52,115.23,122.97
28-Feb-09,8,345,2,15,2,346.8,3,2008,64,28-Feb-09,52,115.23,231.57
2-Dec-09,6,433,2,15,3,59.3,3,2009,71,4-Dec-09,52,115.23,-55.93
9-Feb-10,8,444,3,15,3,154.4,3,2009,71,9-Feb-10,52,115.23,39.17
1-Aug-10,2,483,3,15,3,36.55,3,2010,71,1-Aug-10,52,115.23,-78.68
27-Aug-10,2,502,2,15,2,0.25,3,2010,71,27-Aug-10,52,115.23,-114.98
21-Sep-10,3,509,2,15,2,55.75,3,2010,71,21-Sep-10,52,115.23,-59.48
20-Oct-10,4,522,2,15,2,67,3,2010,71,22-Oct-10,52,115.23,-48.23
28-Mar-08,9,268,3,9,3,78.8,31,2007,159,28-Mar-08,52,115.23,-36.43
29-Jul-10,1,488,3,4,2,36.55,16,2010,17,30-Jul-10,53,141.47,-104.92
2-Nov-10,5,526,3,4,3,121.1,16,2010,17,2-Nov-10,53,141.47,-20.37
24-Feb-09,8,339,1,4,2,383.9,16,2008,18,24-Feb-09,53,141.47,242.43
11-Mar-09,9,363,3,4,2,165.8,16,2008,18,11-Mar-09,53,141.47,24.33
4-Sep-09,3,413,2,4,2,0,16,2009,18,4-Sep-09,53,141.47,-141.47
22-Feb-09,8,341,3,15,2,418.3,2,2008,106,23-Feb-09,54,418.3,0
11-Mar-08,9,251,3,2,2,93,60,2007,52,11-Mar-08,55,116.1,-23.1
14-Apr-08,10,287,3,2,2,86.3,60,2007,52,14-Apr-08,55,116.1,-29.8
10-Mar-09,9,356,2,2,2,169,60,2008,68,10-Mar-09,55,116.1,52.9
12-Dec-08,6,306,3,4,5,80.7,56,2008,53,13-Dec-08,56,138.23,-57.53
25-Jan-08,7,209,1,4,3,174.2,56,2007,54,26-Jan-08,56,138.23,35.97
7-Feb-08,8,221,4,4,3,242.7,56,2007,54,7-Feb-08,56,138.23,104.47
26-Feb-08,8,235,3,4,3,332.7,56,2007,54,26-Feb-08,56,138.23,194.47
12-Apr-08,10,289,3,4,4,86.3,56,2007,54,12-Apr-08,56,138.23,-51.93
17-Feb-09,8,353,4,4,3,487.4,56,2008,59,18-Feb-09,56,138.23,349.17
21-Aug-09,2,418,3,4,4,0,56,2009,59,22-Aug-09,56,138.23,-138.23
19-Jan-10,7,442,1,4,6,88.1,56,2009,59,22-Jan-10,56,138.23,-50.13
8-Feb-10,8,450,4,4,4,154.2,56,2009,59,8-Feb-10,56,138.23,15.97
2-Jun-10,12,465,3,4,4,82.8,56,2009,59,2-Jun-10,56,138.23,-55.43
5-Jul-10,1,470,3,4,4,0,56,2010,59,5-Jul-10,56,138.23,-138.23
10-Sep-10,3,513,4,4,3,26.5,56,2010,59,11-Sep-10,56,138.23,-111.73
12-Oct-10,4,519,3,4,3,41.45,56,2010,59,13-Oct-10,56,138.23,-96.78
8-Apr-07,10,115,2,4,2,290.8,39,2006,145,9-Apr-07,57,209.27,81.53
18-Jul-07,1,127,2,4,2,8,39,2007,145,21-Jul-07,57,209.27,-201.27
27-Feb-08,9,274,1,4,2,329,39,2007,161,2-Mar-08,57,209.27,119.73
26-Mar-06,10,86,1,7,2,75.6,45,2005,148,9-Apr-06,58,75.6,0
12-Apr-08,10,301,1,2,2,59,61,2007,16,18-Apr-08,59,24,35
18-Jun-09,1,439,1,1,4,2.4,47,2009,103,2-Jul-09,59,24,-21.6
16-Jun-10,12,472,3,1,2,10.6,47,2009,103,22-Jun-10,59,24,-13.4
3-Apr-07,10,193,3,1,3,291.8,47,2006,108,6-Apr-07,60,159.87,131.93
14-Mar-08,9,259,3,1,5,91.4,47,2007,108,17-Mar-08,60,159.87,-68.47
25-Mar-08,9,316,1,1,5,96.4,47,2007,108,30-Mar-08,60,159.87,-63.47
4-Jan-08,7,177,3,16,2,188.8,22,2007,11,4-Jan-08,61,186.98,1.82
26-Jan-08,7,207,3,16,2,174.2,22,2007,11,26-Jan-08,61,186.98,-12.78
21-Feb-08,8,229,3,16,2,290.9,22,2007,11,21-Feb-08,61,186.98,103.92
5-Mar-08,9,254,3,16,2,256.5,22,2007,11,5-Mar-08,61,186.98,69.52
28-Feb-09,8,347,4,11,2,346.8,58,2008,81,28-Feb-09,61,186.98,159.82
29-Oct-09,4,425,3,7,2,15.1,23,2009,96,29-Oct-09,61,186.98,-171.88
17-Jul-10,1,473,1,7,2,36.55,23,2010,96,18-Jul-10,61,186.98,-150.43
3-Apr-08,10,297,3,5,2,90.8,30,2007,87,4-Apr-08,62,90.8,0
29-Feb-08,9,255,3,11,2,329,58,2007,142,1-Mar-08,63,329,0
28-Dec-08,6,310,3,12,3,210.9,52,2008,55,31-Dec-08,64,162.44,48.46
11-Jan-08,7,202,3,12,2,215.5,52,2007,56,11-Jan-08,64,162.44,53.06
6-Feb-08,8,215,1,12,2,242.7,52,2007,56,6-Feb-08,64,162.44,80.26
28-Feb-08,8,241,4,12,2,330.7,52,2007,56,29-Feb-08,64,162.44,168.26
24-Feb-09,8,360,4,12,2,364.5,52,2008,63,25-Feb-09,64,162.44,202.06
23-Nov-09,5,429,3,12,5,60.6,52,2009,63,24-Nov-09,64,162.44,-101.84
5-Jul-10,1,478,3,12,5,36.55,52,2010,63,10-Jul-10,64,162.44,-125.89
4-Aug-10,2,500,3,12,4,0.15,52,2010,63,10-Aug-10,64,162.44,-162.29
2-Sep-10,3,507,3,12,4,0.4,52,2010,63,3-Sep-10,64,162.44,-162.04
7-Jan-08,7,182,3,12,2,187.2,54,2007,120,7-Jan-08,65,128.24,58.96
9-Jan-09,7,319,3,12,2,222,54,2008,134,9-Jan-09,65,128.24,93.76
13-Mar-09,9,384,3,12,3,154.4,54,2008,134,14-Mar-09,65,128.24,26.16
27-Oct-09,4,424,2,12,3,15.1,54,2009,134,27-Oct-09,65,128.24,-113.14
6-Feb-10,8,454,3,12,3,154.2,54,2009,134,7-Feb-10,65,128.24,25.96
1-Aug-10,2,481,2,12,3,36.55,54,2010,134,1-Aug-10,65,128.24,-91.69
28-Jan-07,7,183,3,4,3,136,28,2006,101,29-Jan-07,66,169.93,-33.93
28-Aug-07,2,133,3,4,4,0,28,2007,101,28-Aug-07,66,169.93,-169.93
31-Dec-07,6,200,4,4,3,191.6,28,2007,101,1-Jan-08,66,169.93,21.67
9-Feb-08,8,220,3,4,3,352.1,28,2007,101,9-Feb-08,66,169.93,182.17
25-Feb-09,8,348,3,15,2,364.5,18,2008,171,25-Feb-09,67,161.41,203.09
9-Mar-09,9,362,4,15,2,177.6,18,2008,171,9-Mar-09,67,161.41,16.19
26-Jul-10,1,495,2,15,3,36.55,18,2010,171,27-Jul-10,67,161.41,-124.86
21-Oct-10,4,531,2,15,2,67,18,2010,171,22-Oct-10,67,161.41,-94.41
11-Dec-08,6,311,3,16,2,80.8,22,2008,10,16-Dec-08,68,159.69,-78.89
8-Jan-09,7,320,3,16,2,222.8,22,2008,20,8-Jan-09,68,159.69,63.11
8-Feb-09,8,331,3,16,2,451.4,22,2008,20,8-Feb-09,68,159.69,291.71
3-Mar-09,9,352,4,16,2,260.4,22,2008,20,3-Mar-09,68,159.69,100.71
6-Apr-09,10,388,2,16,2,7.4,22,2008,20,6-Apr-09,68,159.69,-152.29
12-Feb-10,8,451,2,16,2,124.15,22,2009,20,12-Feb-10,68,159.69,-35.54
6-Aug-10,2,484,2,16,2,19.8,22,2010,113,6-Aug-10,68,159.69,-139.89
27-Oct-10,4,532,3,16,2,110.8,22,2010,113,28-Oct-10,68,159.69,-48.89
24-Jan-08,7,218,3,2,2,174.2,49,2007,158,27-Jan-08,69,203.98,-29.78
19-Feb-08,8,227,2,2,2,290.4,49,2007,158,19-Feb-08,69,203.98,86.42
5-Mar-08,9,247,1,2,2,260.5,49,2007,158,7-Mar-08,69,203.98,56.52
5-Apr-08,10,280,3,2,2,90.8,49,2007,158,5-Apr-08,69,203.98,-113.18
3-Mar-08,9,258,3,4,2,292.2,44,2007,75,4-Mar-08,70,99,193.2
4-Apr-08,10,290,3,4,2,90.8,44,2007,75,5-Apr-08,70,99,-8.2
3-Jul-09,1,406,2,4,2,2.4,44,2009,144,4-Jul-09,70,99,-96.6
17-Jun-10,12,471,2,4,2,10.6,40,2009,165,23-Jun-10,70,99,-88.4
25-Feb-09,8,346,3,9,2,364.5,31,2008,25,25-Feb-09,71,148.37,216.13
8-Mar-09,9,361,4,9,2,180.2,31,2008,25,8-Mar-09,71,148.37,31.83
26-Mar-09,9,397,3,9,2,80.3,31,2008,25,27-Mar-09,71,148.37,-68.07
28-Dec-09,6,435,1,9,3,57.4,31,2009,25,28-Dec-09,71,148.37,-90.97
4-Feb-10,8,445,3,9,3,154.5,31,2009,25,5-Feb-10,71,148.37,6.13
12-Feb-08,8,231,1,12,2,314.5,59,2007,28,13-Feb-08,71,148.37,166.13
12-Mar-08,9,256,3,12,2,93,59,2007,28,12-Mar-08,71,148.37,-55.37
4-Apr-08,10,291,3,12,2,90.8,59,2007,28,5-Apr-08,71,148.37,-57.57
10-Aug-10,2,499,3,9,2,0.15,31,2010,139,10-Aug-10,71,148.37,-148.22
13-Aug-10,2,538,1,7,2,0.25,45,2010,93,27-Aug-10,72,0.25,0
11-Mar-08,9,273,4,4,2,91.4,40,2007,91,17-Mar-08,73,186.2,-94.8
6-Apr-08,10,300,3,4,2,86.8,40,2007,91,7-Apr-08,73,186.2,-99.4
17-Jan-09,7,438,1,4,2,380.4,40,2008,99,31-Jan-09,73,186.2,194.2
23-Jul-07,1,130,3,4,2,0,40,2007,13,24-Jul-07,74,55.77,-55.77
12-Mar-09,9,376,3,13,2,154.4,32,2008,58,13-Mar-09,74,55.77,98.63
19-Aug-09,2,411,3,13,2,0,32,2009,58,21-Aug-09,74,55.77,-55.77
3-Mar-10,9,463,3,13,2,68.7,32,2009,58,5-Mar-10,74,55.77,12.93
21-Sep-10,3,508,3,13,2,55.75,32,2010,58,21-Sep-10,74,55.77,-0.02
4-Apr-08,10,298,3,7,2,90.8,46,2007,38,5-Apr-08,75,45.48,45.32
11-Aug-10,2,486,3,7,2,0.15,46,2010,80,12-Aug-10,75,45.48,-45.33
19-Jul-10,1,489,2,13,2,36.55,14,2010,62,20-Jul-10,76,116.8,-80.25
9-Sep-10,3,506,3,13,2,26.5,14,2010,62,11-Sep-10,76,116.8,-90.3
8-Oct-10,4,520,2,13,2,32.85,14,2010,62,9-Oct-10,76,116.8,-83.95
17-Nov-10,5,534,3,13,2,54.1,14,2010,62,18-Nov-10,76,116.8,-62.7
25-Feb-09,8,335,1,11,2,364.5,17,2008,84,25-Feb-09,76,116.8,247.7
6-Mar-09,9,383,3,11,2,186.3,17,2008,84,7-Mar-09,76,116.8,69.5
5-Mar-08,9,244,3,6,2,256.5,53,2007,35,5-Mar-08,77,171.7,84.8
21-Mar-08,9,278,3,6,2,103.8,53,2007,35,22-Mar-08,77,171.7,-67.9
14-Feb-09,8,354,3,6,2,479.1,53,2008,45,15-Feb-09,77,171.7,307.4
6-Aug-09,2,414,2,6,2,0,53,2009,45,7-Aug-09,77,171.7,-171.7
8-Feb-10,8,448,3,6,3,154.2,53,2009,85,8-Feb-10,77,171.7,-17.5
14-Jul-10,1,480,2,6,3,36.55,53,2010,85,14-Jul-10,77,171.7,-135.15
21-Mar-09,9,374,3,13,2,110.1,13,2008,129,21-Mar-09,78,64.2,45.9
13-Dec-09,6,431,1,13,2,17.9,13,2009,129,13-Dec-09,78,64.2,-46.3
28-Dec-09,6,441,3,13,2,57.4,13,2009,129,29-Dec-09,78,64.2,-6.8
7-Mar-10,9,461,3,13,2,68.7,13,2009,129,7-Mar-10,78,64.2,4.5
18-Oct-10,4,516,3,13,4,67,13,2010,129,19-Oct-10,78,64.2,2.8
15-Mar-09,9,368,3,2,2,154.3,42,2008,70,15-Mar-09,79,56.4,97.9
1-Apr-09,10,392,3,2,2,14.9,42,2008,70,2-Apr-09,79,56.4,-41.5
10-Aug-09,2,412,3,2,2,0,42,2009,70,11-Aug-09,79,56.4,-56.4
28-Feb-09,8,340,3,8,2,346.8,5,2008,136,28-Feb-09,80,73.46,273.34
11-Apr-09,10,382,2,8,2,3,5,2008,136,15-Apr-09,80,73.46,-70.46
29-Jun-09,12,402,3,8,2,2.4,5,2008,136,29-Jun-09,80,73.46,-71.06
31-Jul-09,2,407,2,8,2,0,5,2009,136,1-Aug-09,80,73.46,-73.46
31-Aug-09,3,420,2,8,2,0,5,2009,136,1-Sep-09,80,73.46,-73.46
11-Feb-10,8,449,3,8,3,125.45,5,2009,136,11-Feb-10,80,73.46,51.99
19-Jul-10,1,477,3,8,3,36.55,5,2010,136,19-Jul-10,80,73.46,-36.91
23-Dec-09,6,440,3,11,3,57.4,7,2009,133,28-Dec-09,81,57.4,0
15-Feb-10,8,457,3,15,2,135.85,8,2009,135,16-Feb-10,82,95.8,40.05
25-Sep-10,3,512,2,15,3,55.75,8,2010,135,25-Sep-10,82,95.8,-40.05
5-Aug-10,2,479,2,6,2,36.7,6,2010,143,5-Aug-10,83,36.7,0
31-Mar-09,9,390,4,2,2,54.7,48,2008,50,31-Mar-09,84,54.63,0.07
7-Mar-10,9,458,3,5,3,68.7,34,2009,65,7-Mar-10,84,54.63,14.07
3-Aug-10,2,485,3,5,2,36.55,34,2010,104,3-Aug-10,84,54.63,-18.08
20-Sep-10,3,510,3,5,2,55.75,34,2010,104,20-Sep-10,84,54.63,1.12
7-Oct-10,4,517,3,5,2,57.45,34,2010,104,7-Oct-10,84,54.63,2.82
17-Jan-09,7,324,3,13,5,222,12,2008,172,18-Jan-09,85,100.08,121.92
8-Mar-09,9,372,3,13,5,177.6,12,2008,172,9-Mar-09,85,100.08,77.52
22-Mar-09,9,377,3,13,4,110.1,12,2008,172,22-Mar-09,85,100.08,10.02
12-Sep-09,3,423,2,13,4,0,12,2009,172,12-Sep-09,85,100.08,-100.08
4-Aug-10,2,493,3,13,6,36.7,12,2010,172,5-Aug-10,85,100.08,-63.38
19-Nov-10,5,535,1,13,8,54.1,12,2010,172,20-Nov-10,85,100.08,-45.98
6-Nov-10,5,527,2,11,2,119.1,57,2010,44,6-Nov-10,86,119.1,0
18-Mar-09,9,391,1,4,3,111.6,28,2008,105,19-Mar-09,87,74.15,37.45
5-Aug-10,2,474,2,4,2,36.7,28,2010,105,5-Aug-10,87,74.15,-37.45
17-Mar-09,9,370,4,2,2,109.2,51,2008,83,18-Mar-09,88,47.02,62.18
12-Apr-09,10,396,3,2,2,7.4,51,2008,83,14-Apr-09,88,47.02,-39.62
3-May-09,11,400,2,2,2,0,51,2008,83,4-May-09,88,47.02,-47.02
14-Aug-09,2,417,2,2,2,0,51,2009,83,20-Aug-09,88,47.02,-47.02
23-Feb-10,8,456,3,2,2,118.5,51,2009,83,25-Feb-10,88,47.02,71.48
11-Nov-10,5,533,3,7,2,116.5,23,2010,97,11-Nov-10,89,116.5,0
1-Mar-09,9,373,4,14,5,226.7,10,2008,94,2-Mar-09,90,127.05,99.65
5-Feb-10,8,446,3,14,4,154.2,10,2009,94,6-Feb-10,90,127.05,27.15
24-Aug-10,2,501,3,14,5,0.25,10,2010,94,24-Aug-10,90,127.05,-126.8
8-Aug-10,2,467,2,12,2,0.15,59,2010,29,8-Aug-10,91,33.88,-33.73
17-Oct-10,4,528,2,12,2,67.6,59,2010,140,24-Oct-10,91,33.88,33.72
29-Jul-10,2,490,3,2,2,36.55,42,2010,69,1-Aug-10,92,77.08,-40.53
1-Nov-10,5,523,3,2,2,117.6,42,2010,69,1-Nov-10,92,77.08,40.52
27-Aug-10,2,497,3,2,2,0.25,33,2010,128,29-Aug-10,93,0.25,0
6-Aug-10,2,468,2,11,2,19.8,7,2010,132,6-Aug-10,94,19.8,0
13-Aug-10,2,487,2,11,2,0.15,20,2010,102,13-Aug-10,95,31.22,-31.07
9-Sep-10,3,503,3,11,2,26.5,20,2010,102,10-Sep-10,95,31.22,-4.72
17-Oct-10,4,525,2,11,2,67,20,2010,102,18-Oct-10,95,31.22,35.78
3-Mar-09,9,437,3,8,2,186.9,29,2008,92,6-Mar-09,96,186.9,0
6-Feb-10,8,443,3,2,2,154.2,60,2009,67,6-Feb-10,97,112,42.2
2-Mar-10,9,462,3,2,2,69.8,60,2009,67,4-Mar-10,97,112,-42.2